timestamp,0,1,2,3
0.0,171.77185996713547,173.48192170901092,158.92549374622445,166.79149809970926
0.04,172.37539667118173,173.44058917038623,159.98745246697015,166.34208499548373
0.08,171.3313032071986,174.82151025965084,158.8575652054781,165.8856205502605
0.12,170.4382082102422,173.4113484407225,161.21399403548546,166.13335762887678
0.16,170.9686693896659,175.61722908381512,164.1199182382541,166.07090276974668
0.2,170.43742599171966,174.1718842505577,165.37556053535,167.5032257385412
0.24,168.9677643288932,176.03108717508638,163.9946998310149,168.32837751241104
0.28,171.52925609037771,173.454304317449,165.29832176489637,169.14823428383383
0.32,170.7840437177226,174.95891478340866,165.63325013839537,168.01396743534315
0.36,176.0408250637483,176.1440466016531,162.73856614087794,165.79241410939466
0.4,168.25840616719552,178.5275839377017,160.19941416336903,162.218837147888
0.44,165.14574283176157,177.7280230793907,157.14257979109735,160.09034574305917
0.48,163.39200500319782,177.1098122301004,154.3548625358674,157.03473793755794
0.52,160.77183176131678,167.23182100612357,151.95188671105345,153.04785564978687
0.56,158.22825089283455,166.79211665856133,149.98207861726826,151.1486946738114
0.6,160.61212578026303,164.6001572066614,142.4087562384627,142.82392407262773
0.64,157.22380095471974,161.26452756352467,140.12653341218666,139.3257428681772
0.68,154.9378040576486,154.13304516133397,136.76729411222925,135.18534820425575
0.72,149.5927678990236,151.98168319386502,128.87240660884686,129.44449014491153
0.76,92.15840206289484,105.5784443451533,125.16022968458375,131.25861685685433
0.8,149.3348323307812,147.0543864393343,123.12152582692163,122.05563567081397
0.84,139.415492926625,133.95270779595566,97.04660096739315,83.06418681687853
0.88,133.79037438241375,132.83974742586562,104.84755851174496,108.8496994001889
0.92,126.79224104062406,122.98167245198432,91.83430170588191,94.90577993397459
0.96,107.18350016387033,112.99893130858105,85.0966443543208,85.9550641420155
1.0,109.97427739674303,110.47340399566268,78.64444416179883,80.11792520418106
1.04,104.94741677296065,105.52062888652837,78.5925742742143,77.31974375888065
1.08,94.10037699591591,97.83040201024737,70.92631342286563,71.72284706790096
1.12,82.937629982437,76.94059996283873,64.51237482132618,64.31857224767418
1.16,76.04268662225188,69.11953970804235,62.56198831626049,61.51525617711841
1.2,68.73201817050189,63.203768265400676,63.201899045312246,58.83101660380673
1.24,69.41095631254507,61.898064517826676,61.73911304973939,58.97854951371741
1.28,67.35370371926535,62.93092978865552,59.8288707479648,59.256341951933734
1.32,70.23624729189892,61.690504427625896,55.64163968334225,58.08727133595078
1.36,73.6506763315065,58.2438526612397,58.44599215605793,58.26248850902913
1.4,68.71029397590485,56.825233027609926,59.861842895137976,56.90863350900108
1.44,70.96616413219162,62.34380084193487,57.981062873206575,58.940600689693504
1.48,66.05569983150448,66.7783200430136,60.45396648605167,61.418196739138224
1.52,81.93100410968779,80.1562810398182,65.50844328079918,66.85846138366665
1.56,86.59829728493428,90.51040834540605,66.77983585059674,73.25241276037339
1.6,98.80620645708049,100.9169709064335,71.8534740095017,77.01273798653074
1.64,93.77010598357953,103.1967445483169,69.94600166213607,80.01386061844778
1.68,102.0937137692346,115.5282415814921,78.9749597818112,86.18131274779259
1.72,108.6353838618465,123.69936978884185,92.20337601838541,103.18387282549047
1.76,120.66957958365455,128.89732412226206,103.93454283038056,112.13349299078813
1.8,129.251839376312,138.4385451214829,109.91262651555274,118.10634278507872
1.84,144.7488325704342,145.3317019549607,106.58433706236235,116.57655064380299
1.88,144.61770803040667,146.26161220328805,113.09691804328818,123.52241849463466
1.92,144.88956453972617,153.5687174540625,123.41454748298933,130.16413879739355
1.96,152.40265931779254,157.69196694538806,126.94048060069518,135.59628433149632
2.0,154.62587312942907,159.73406062829292,124.62176875442266,136.40496744738056
2.04,150.5652259279757,158.21080590710807,133.6201391988053,143.7669865701615
2.08,124.5149606786057,141.10076063365096,171.49615698850343,171.35462465070677
2.12,133.99588456535832,151.64713239468432,176.2521941083917,177.29113409903988
2.16,138.3612810993133,155.12801709903712,177.26494446216168,179.72402100941852
2.2,164.40050228819013,178.5916881806039,143.26175548236583,153.92136478643573
2.24,166.94749714958232,178.85094526687408,151.83796558936368,159.62466259489304
2.28,171.03950087080062,174.25292057920106,162.70536048931075,165.71213841323677
2.32,171.56817846618148,170.7871924620503,158.66796724798238,167.52763153216796
2.36,170.88640005075203,171.73772999017058,158.17359480310986,167.53860399907757
2.4,170.30430962181148,173.0895484183709,168.97781060839012,171.69046991636606
2.44,169.95225194016356,172.6035403140934,167.985891559724,168.9740421501275
