timestamp,0,1,2,3
0.0,178.52151697537812,169.179674031302,175.84921624012028,168.8388310369772
0.04,176.03681900365274,167.40002582368925,177.1895513438707,168.65739626053457
0.08,174.82336845578092,166.9772640027618,176.3219683261699,168.9869259717198
0.12,174.326881734954,166.43046911179906,178.25944813351975,167.96231162003346
0.16,174.36837845876775,166.76215326384016,177.68103456293863,167.8615870832506
0.2,176.52352043618967,169.18872692423818,177.87536808832039,166.79648467356665
0.24,175.58117182868864,169.03975436724662,178.71814868772984,167.5253219104867
0.28,168.70925293972635,165.29303043604898,176.99655870933788,167.34532911568374
0.32,165.72794724862533,163.40969244074412,173.16828585324504,165.1816970005734
0.36,158.03820069686628,158.15978767944503,170.64366199120738,164.38365288231748
0.4,154.00126786260557,155.5713760610511,167.46096142410346,163.6600301022359
0.44,146.69182604859506,147.30181786335305,162.16326873246115,159.89695210214106
0.48,142.36665444952345,143.0452091490557,156.51748039461543,157.48056250349296
0.52,137.24078056337828,139.2261619756784,154.75903470710426,157.1362258374949
0.56,134.71580178794545,136.50912787949807,151.1982424590709,156.37461630412895
0.6,130.75674023359096,132.61059903731763,148.43690754523004,157.02489384279875
0.64,118.0736842883788,123.68499181779507,136.96672905582722,150.10820692654127
0.68,105.23891876128137,114.44573161121276,132.2735621554703,143.55604550115638
0.72,91.68097570676694,105.12118884390595,122.65213079219579,135.28651779807993
0.76,83.38797532122709,94.08757056548117,107.78869212543528,122.26167296859991
0.8,69.33263287373158,81.31220568189575,90.87744256515457,102.91985668527664
0.84,59.445209434784395,75.31761154535346,67.9868725733452,77.01089991521808
0.88,55.93902443649361,70.16098839375591,59.051013581716326,69.03181717271093
0.92,57.266081733873115,66.3798041798545,63.029080273958606,73.40361536820667
0.96,56.965615315548526,69.59390313287105,68.15683789819961,77.06577068877128
1.0,59.87562005772979,71.50922073136189,74.56111804401642,85.22614353447024
1.04,71.58194344169857,84.89306920312394,84.63824755881791,94.1274883224575
1.08,86.23107241926164,93.82044694749081,106.8470929305804,114.75878423632896
1.12,91.27905779095377,102.0888306717399,119.11885357577415,133.1537501660506
1.16,96.84766234436341,106.95510418750337,131.6400450756342,142.71550600089185
